原ID,原開放建議標題,原派發機關,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,頁面連結,標記人,標記時間,標記用＿ID,標記用＿開放建議標題,標記用＿派發機關,0. 政府對民眾申請開放資料的答覆是？,F1. 分案理由,F2. 派發機關數量是否正確,F3. 派發機關數量落差,F4. 派發且回覆數量是否完整,F5. 實際派發且回覆的機關數量,F6. 派發後實際回覆的機關數量有落差之數量,F7. 備註＿自行輸入,F8. 備註＿特定情況1,A1. 是否為開放資料？,(續) A2. 如果目前非開放資料，有說將來提供開放資料嗎？,A3. 是民眾需要的全部還是部分資料？,A4. (續) 目前只提供部分，有說將來要把資料補齊嗎？(填完請填A5),(續) A5. 目前只提供部分的原因1,(續) A6. 目前只提供部分的原因2,(續) A7. 目前只提供部分的原因3,A8. 准駁摘要,A9. 備註＿自行輸入1,A10. 備註＿特定情況1,A11. 備註＿特定情況2,A12. 備註＿特定情況3,A13. 備註＿特定情況4,B1. 是否有說明具體提供時間，或已回報提供？,"B1a. (續) 承諾提供時間為？
 格式：2019/06",B2. 是否提供開放資料？,B3. 是民眾需要的全部還是部分資料？,B4. 只提供部分的原因是？,B5. 只提供部分的原因是？,B6. 只提供部分的原因是？,B7. 准駁關鍵語句或摘要 (重點即可),B8. 備註＿自行輸入,B9. 備註＿特定情況1,B10. 備註＿特定情況2,B11. 備註＿特定情況3,C1. 不同意開放的原因是1,C2. 不同意開放的原因2,C3. 不同意開放的原因是3,C4. 准駁摘要,C5. 備註＿自行輸入,C6. 備註＿特定情況1,C7. 備註＿特定情況2,C8. 備註＿特定情況3,"DEGH1. 無法判斷/還未回覆/對於資料平台的意見/業務陳情意見而無關資料申請
 備註＿自行輸入",DEGH2. 備註＿特定情況1,DEGH3. 備註＿特定情況2,DEGH4. 備註＿特定情況3,V1. 驗證發現1,V2. 驗證發現1＿詳細描述：請貼上網址、或是細節文字,V3. 驗證發現2,V4. 驗證發現2＿詳細描述：請貼上網址、或是細節文字
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 7:04:42,85351.12,全國各地各鄉鎮市區公所資訊,苗栗縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,苗栗縣政府全球資訊網(https://www.miaoli.gov.tw/cht/main.php)，服務視窗左下方有本縣各鄉鎮市公所網站之連結歡迎台端前往查詢,,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 8:58:20,85351.13,全國各地各鄉鎮市區公所資訊,雲林縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,歡迎您前往查詢。 https://www.yunlin.gov.tw/links/index-2.asp?m=12&m1=8&m2=132,,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 8:56:56,85351.14,全國各地各鄉鎮市區公所資訊,桃園市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,"已開放於下列網址，歡迎您前往查詢。 http://cab.tycg.gov.tw/home.jsp?id=10610&parentpath=0,10555",,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),無資料集，只有各行政區官網連結,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:42:19,85351.15,全國各地各鄉鎮市區公所資訊,彰化縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,提供開放資料,只是部分,,,,另於政府資料開放平台亦提供相關資訊於以下網址： https://data.gov.tw/dataset/85708,缺負責人,因為民眾申請才開放,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),https://data.gov.tw/dataset/85708,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:24:39,85351.16,全國各地各鄉鎮市區公所資訊,宜蘭縣政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,只是部分 (續A4),,沒有說明原因,,,已開放於下列網址，歡迎前往查詢，感謝您的建議。 http://opendata.e-land.gov.tw/dataset/113003-2018-06-12-1528793062,缺少 市民服務負責人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:18:35,85351.17,全國各地各鄉鎮市區公所資訊,新北市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要 A 給 B,,,1.新北市各區公所民政(役政)災防課聯絡電話:有提供各公所總機及兵役分機，並附上專線 2.新北市各區區公所原住民服務窗口:有提供各公所負責原住民服務之窗口及連絡資訊,,資料所在未提供連結,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:48:35,85351.18,全國各地各鄉鎮市區公所資訊,連江縣政府,A. 申請前已對外提供 (續A),,,,,,,,,無法判斷,,無法判斷,,無法判斷原因,,,已建置於本府官網,,負面案例,資料所在未提供連結,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,https://www.matsu.gov.tw/chhtml/index/371030000A# 縣府官網，不確定資訊在哪裡,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 10:46:47,85351.19,全國各地各鄉鎮市區公所資訊,臺中市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,可在市府網站-市府各機關-區公所，查知相關資訊，網址如下， http://www.taichung.gov.tw/8868/9957/10134/Lpsimplelist ，歡迎您前往查詢,要一個一個找,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:16:36,85351.21,全國各地各鄉鎮市區公所資訊,新竹市政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,全部資料,,,,,已開放於下列網址，歡迎使用，謝謝您的建議。 http://opendata.hccg.gov.tw/dataset/civil-20180611-111831-9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),http://opendata.hccg.gov.tw/dataset/civil-20180611-111831-9025,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 7:07:01,85351.22,全國各地各鄉鎮市區公所資訊,臺北市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,提供開放資料,全部資料,,,,本府已於9月19日開放該資料集，您可至下面網址下載:https://data.gov.tw/dataset/91622,,因為民眾申請才開放,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),https://data.gov.tw/dataset/91622,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/20 下午 11:03:59,85350,2018縣市長競選,要分案,F. 要分案,派發給「中央部會」與「地方政府」,派發機關數量有落差,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 8:41:22,85350.3,2018縣市長競選,嘉義市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),非資料所有機關,,請向中選會或各縣市選委會洽詢，本府無此資料,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 8:35:39,85350.4,2018縣市長競選,基隆市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,,,資訊權責係中央選舉委員會，請洽詢中央選舉委員會,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 1:48:45,85350.5,2018縣市長競選,屏東縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,沒有說明原因,,請逕洽屏東縣選舉委員會查詢,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 8:30:57,85350.6,2018縣市長競選,南投縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,,,該業務係屬南投縣選舉委員會之權責，請洽該會辦理,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 1:50:29,85350.7,2018縣市長競選,花蓮縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,沒有說明原因,,請逕向中選會或各縣市選委會洽詢,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 8:39:51,85350.8,2018縣市長競選,澎湖縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),非資料所有機關,,本府無此資料。競選總部資料建議請向中選會或各縣市選委會洽詢,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 8:25:45,85350.9,2018縣市長競選,嘉義縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,,,係屬選舉委員會權責，本府已將所陳函轉嘉義縣選舉委員會參酌辦理。,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 1:46:43,85350.11,2018縣市長競選,苗栗縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,沒有說明原因,,洽詢苗栗縣選舉委員會,,,,,,,,,,,,
85350,2018縣市長競選,"臺南市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,臺北市政府,中央選舉委員會",競選總部資訊,縣市、黨派、候選人、主委、服務處、地址、電話,請問可否開放今年縣市長選舉之競選總部的資訊?,1547,t***6,2018/06/06 10:42,https://data.gov.tw/node/85350,淑貞,2019/5/21 下午 8:37:16,85350.12,2018縣市長競選,雲林縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),非資料所有機關,,請向中選會或各縣市選委會洽詢，本府無此資料,,,,,,,,,,,,
